IncId,Description,Submitter,CreateDate,IncidentStatus,AssignedGroup,Region,City,Category,WorkLog,Hub,Node,Agent,AlertDetails,AlertProcessId,AlertKey,Related_Tickets,Related_CR,CR_Description,CR_StartTime,CR_EndTime,CR_Region
INC0201,Packet Loss reported in Boston. Automated monitoring detected abnormal behavior.,Technician,1752302861,Open,NOC-Level1,East,Boston,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-404,PulseAI,MAC domain downstream failure,348902,HUB-C2-NODE-404-348902,INC0139,CR28470,Planned power cycle maintenance,1752295661,1752335261,East
INC0202,Slow Speed reported in Boston. Automated monitoring detected abnormal behavior.,Technician,1750359200,Open,NOC-Level1,East,Boston,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-202,NoiseReducer,Video feed disruption,680628,HUB-B1-NODE-202-680628,INC0400,CR89573,Planned power cycle maintenance,1750352000,1750391600,East
INC0203,Internet Down reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1754986236,Resolved,NOC-Level1,South,Miami,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-101,NoiseReducer,Signal drop detected,544798,HUB-D4-NODE-101-544798,INC0434,CR82585,Core router reboot for patching,1754975436,1754986236,South
INC0204,Node Down reported in Denver. Automated monitoring detected abnormal behavior.,BMC-Remedy,1754904054,In Progress,VideoOps,West,Denver,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-101,NoiseReducer,Optical power low,849146,HUB-C2-NODE-101-849146,INC0073,CR78414,Planned CMTS software upgrade,1754922054,1754929254,West
INC0205,Authentication Failure reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1764505165,Resolved,NOC-Level1,West,Salt Lake City,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-505,AutoMonitorX,High SNR variance,903433,HUB-A1-NODE-505-903433,INC0273,CR74673,Backbone congestion mitigation changes,,,West
INC0206,Hub Issue reported in Atlanta. Automated monitoring detected abnormal behavior.,AutoMonitor,1757614228,Resolved,NetEng,South,Atlanta,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-101,AlertBot,High SNR variance,904286,HUB-C2-NODE-101-904286,INC0033,CR95107,Scheduled hub clean-up activity,1757607028,1757632228,South
INC0207,Packet Loss reported in Salt Lake City. Automated monitoring detected abnormal behavior.,Technician,1760835170,Resolved,FieldOps,West,Salt Lake City,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-404,PulseAI,Signal drop detected,817358,HUB-B1-NODE-404-817358,INC0479,CR18312,Planned power cycle maintenance,1760838770,1760878370,West
INC0208,Packet Loss reported in Dallas. Automated monitoring detected abnormal behavior.,CustomerCare,1756512575,Open,VideoOps,Central,Dallas,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-505,PulseAI,High SNR variance,247144,HUB-D4-NODE-505-247144,INC0302,CR76427,Optical node recalibration event,1756523375,1756541375,Central
INC0209,Internet Down reported in Atlanta. Automated monitoring detected abnormal behavior.,CustomerCare,1751762175,Cancelled,FieldOps,South,Atlanta,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-404,AlertBot,High SNR variance,989898,HUB-D4-NODE-404-989898,INC0136,CR38087,Core router reboot for patching,1751772975,1751794575,South
INC0210,Packet Loss reported in Boulder. Automated monitoring detected abnormal behavior.,Technician,1754235076,Resolved,NetEng,West,Boulder,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-505,AutoMonitorX,Optical power low,104927,HUB-D4-NODE-505-104927,INC0117,CR82634,Fiber maintenance activity,,,West
INC0211,Internet Down reported in New York. Automated monitoring detected abnormal behavior.,BMC-Remedy,1754123184,In Progress,NOC-Level1,East,New York,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-202,AutoMonitorX,Optical power low,469536,HUB-A1-NODE-202-469536,INC0419,CR33321,Scheduled hub clean-up activity,1754112384,1754115984,East
INC0212,Authentication Failure reported in Denver. Automated monitoring detected abnormal behavior.,BMC-Remedy,1763068146,In Progress,NOC-Level2,West,Denver,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-303,AlertBot,CMTS upstream channel flap,901375,HUB-D4-NODE-303-901375,INC0400,CR36032,Optical node recalibration event,,,West
INC0213,CMTS Congestion reported in Philadelphia. Automated monitoring detected abnormal behavior.,AutoMonitor,1752807872,Cancelled,NOC-Level1,East,Philadelphia,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-303,AutoMonitorX,Optical power low,426530,HUB-B1-NODE-303-426530,INC0026,CR69790,Backbone congestion mitigation changes,1752800672,1752804272,East
INC0214,Fiber Cut reported in Dallas. Automated monitoring detected abnormal behavior.,AutoMonitor,1760504188,In Progress,FieldOps,Central,Dallas,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-101,PulseAI,Frequent modem resets observed,283411,HUB-A1-NODE-101-283411,INC0358,CR27651,Scheduled hub clean-up activity,1760496988,1760529388,Central
INC0215,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,BMC-Remedy,1760024318,In Progress,FieldOps,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-404,SignalAnalyzer,CMTS upstream channel flap,314699,HUB-C2-NODE-404-314699,INC0069,CR29055,Optical node recalibration event,1760045918,1760060318,West
INC0216,Slow Speed reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1759669326,In Progress,NetEng,West,Salt Lake City,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-303,NoiseReducer,Video feed disruption,500592,HUB-C2-NODE-303-500592,INC0426,CR91248,Fiber maintenance activity,1759672926,1759712526,West
INC0217,CMTS Congestion reported in Chicago. Automated monitoring detected abnormal behavior.,System,1757258160,Resolved,NOC-Level1,Central,Chicago,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-404,AutoMonitorX,High SNR variance,761285,HUB-A1-NODE-404-761285,INC0257,CR29083,Core router reboot for patching,1757250960,1757258160,Central
INC0218,Modem Offline reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1756259750,Open,VideoOps,West,Salt Lake City,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-303,AlertBot,Frequent modem resets observed,821393,HUB-A1-NODE-303-821393,INC0317,CR29987,Planned power cycle maintenance,1756252550,1756281350,West
INC0219,Modem Offline reported in Salt Lake City. Automated monitoring detected abnormal behavior.,BMC-Remedy,1763740171,In Progress,NOC-Level1,West,Salt Lake City,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-101,SignalAnalyzer,Optical power low,883534,HUB-A1-NODE-101-883534,INC0021,CR58250,Optical node recalibration event,,,West
INC0220,Packet Loss reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1755225682,Open,NetEng,Central,Chicago,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-505,PulseAI,CMTS upstream channel flap,775024,HUB-A1-NODE-505-775024,INC0346,CR98054,Fiber maintenance activity,,,Central
INC0221,Video Outage reported in Denver. Automated monitoring detected abnormal behavior.,System,1756836397,Open,NOC-Level1,West,Denver,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-505,PulseAI,Optical power low,691451,HUB-D4-NODE-505-691451,INC0182,CR37033,Backbone congestion mitigation changes,,,West
INC0222,Fiber Cut reported in Dallas. Automated monitoring detected abnormal behavior.,CustomerCare,1765279766,In Progress,NetEng,Central,Dallas,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-404,SignalAnalyzer,MAC domain downstream failure,128712,HUB-D4-NODE-404-128712,INC0395,CR48689,Planned power cycle maintenance,1765268966,1765294166,Central
INC0223,Slow Speed reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1756312635,Resolved,VideoOps,West,Boulder,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-404,PulseAI,Frequent modem resets observed,241186,HUB-C2-NODE-404-241186,INC0345,CR43017,Backbone congestion mitigation changes,1756305435,1756323435,West
INC0224,Packet Loss reported in St. Louis. Automated monitoring detected abnormal behavior.,Technician,1758983964,Resolved,NOC-Level2,Central,St. Louis,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-101,NoiseReducer,Signal drop detected,392004,HUB-B1-NODE-101-392004,INC0014,CR26618,Backbone congestion mitigation changes,1758998364,1759037964,Central
INC0225,Node Down reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1757440362,Cancelled,FieldOps,West,Denver,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-202,AlertBot,CMTS upstream channel flap,895921,HUB-D4-NODE-202-895921,INC0197,CR80034,Planned power cycle maintenance,1757429562,1757436762,West
INC0226,CMTS Congestion reported in Chicago. Automated monitoring detected abnormal behavior.,AutoMonitor,1754937724,Cancelled,VideoOps,Central,Chicago,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-303,SignalAnalyzer,CMTS upstream channel flap,528571,HUB-C2-NODE-303-528571,INC0097,CR56628,Fiber maintenance activity,1754952124,1754995324,Central
INC0227,Modem Offline reported in New York. Automated monitoring detected abnormal behavior.,Technician,1758008247,In Progress,NOC-Level2,East,New York,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-505,AutoMonitorX,CMTS upstream channel flap,371527,HUB-C2-NODE-505-371527,INC0115,CR18837,Scheduled hub clean-up activity,1758019047,1758058647,East
INC0228,Hub Issue reported in Atlanta. Automated monitoring detected abnormal behavior.,System,1755014402,Resolved,NetEng,South,Atlanta,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-303,AlertBot,CMTS upstream channel flap,877460,HUB-A1-NODE-303-877460,INC0317,CR60050,Optical node recalibration event,1755003602,1755014402,South
INC0229,Modem Offline reported in Boston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1764351636,Resolved,VideoOps,East,Boston,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-303,NoiseReducer,Video feed disruption,129494,HUB-A1-NODE-303-129494,INC0169,CR66355,Backbone congestion mitigation changes,1764369636,1764373236,East
INC0230,CMTS Congestion reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1761925946,Open,VideoOps,West,Salt Lake City,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-303,NoiseReducer,High SNR variance,905371,HUB-B1-NODE-303-905371,INC0249,CR59891,Optical node recalibration event,1761915146,1761925946,West
INC0231,Fiber Cut reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1764468201,Cancelled,NOC-Level1,West,Boulder,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-101,NoiseReducer,Optical power low,847931,HUB-B1-NODE-101-847931,INC0418,CR18277,Planned power cycle maintenance,1764457401,1764482601,West
INC0232,CMTS Congestion reported in Salt Lake City. Automated monitoring detected abnormal behavior.,Technician,1752621501,Cancelled,NetEng,West,Salt Lake City,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-303,AlertBot,Video feed disruption,736126,HUB-C2-NODE-303-736126,INC0408,CR59066,Fiber maintenance activity,1752632301,1752675501,West
INC0233,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,System,1759285483,In Progress,FieldOps,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-303,AutoMonitorX,CMTS upstream channel flap,756926,HUB-C2-NODE-303-756926,INC0081,CR39488,Fiber maintenance activity,1759296283,1759325083,West
INC0234,Video Outage reported in Atlanta. Automated monitoring detected abnormal behavior.,BMC-Remedy,1765253825,In Progress,NOC-Level1,South,Atlanta,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-505,NoiseReducer,Video feed disruption,387800,HUB-B1-NODE-505-387800,INC0439,CR13379,Backbone congestion mitigation changes,1765243025,1765257425,South
INC0235,Fiber Cut reported in New York. Automated monitoring detected abnormal behavior.,CustomerCare,1758006584,Cancelled,NOC-Level1,East,New York,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-303,AutoMonitorX,Video feed disruption,767342,HUB-D4-NODE-303-767342,INC0187,CR63551,Scheduled hub clean-up activity,1758028184,1758035384,East
INC0236,Packet Loss reported in Boulder. Automated monitoring detected abnormal behavior.,System,1760752444,In Progress,VideoOps,West,Boulder,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-303,NoiseReducer,Frequent modem resets observed,821323,HUB-C2-NODE-303-821323,INC0146,CR78041,Scheduled hub clean-up activity,1760759644,1760766844,West
INC0237,Node Down reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1754234932,Cancelled,FieldOps,South,Houston,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-202,AutoMonitorX,CMTS upstream channel flap,152825,HUB-A1-NODE-202-152825,INC0294,CR81401,Planned power cycle maintenance,1754227732,1754267332,South
INC0238,Internet Down reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1764196450,Cancelled,NetEng,Central,Chicago,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-202,PulseAI,Signal drop detected,303471,HUB-C2-NODE-202-303471,INC0292,CR75493,Planned CMTS software upgrade,1764185650,1764189250,Central
INC0239,Hub Issue reported in Houston. Automated monitoring detected abnormal behavior.,Technician,1762160250,Open,NetEng,South,Houston,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-404,AlertBot,High SNR variance,626934,HUB-D4-NODE-404-626934,INC0112,CR90108,Optical node recalibration event,1762174650,1762189050,South
INC0240,Video Outage reported in St. Louis. Automated monitoring detected abnormal behavior.,System,1752864985,Resolved,NOC-Level2,Central,St. Louis,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-101,AutoMonitorX,Frequent modem resets observed,806441,HUB-C2-NODE-101-806441,INC0116,CR41027,Core router reboot for patching,1752875785,1752911785,Central
INC0241,Internet Down reported in St. Louis. Automated monitoring detected abnormal behavior.,BMC-Remedy,1764967495,Resolved,NOC-Level1,Central,St. Louis,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-404,AutoMonitorX,Frequent modem resets observed,845171,HUB-C2-NODE-404-845171,INC0142,CR83669,Core router reboot for patching,,,Central
INC0242,Internet Down reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1760025544,In Progress,FieldOps,West,Boulder,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-202,AlertBot,Optical power low,932895,HUB-B1-NODE-202-932895,INC0102,CR50564,Backbone congestion mitigation changes,1760036344,1760075944,West
INC0243,Internet Down reported in Salt Lake City. Automated monitoring detected abnormal behavior.,Technician,1752985499,Open,NOC-Level2,West,Salt Lake City,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-202,SignalAnalyzer,CMTS upstream channel flap,960352,HUB-B1-NODE-202-960352,INC0459,CR21616,Planned CMTS software upgrade,1753007099,1753021499,West
INC0244,Packet Loss reported in Houston. Automated monitoring detected abnormal behavior.,Technician,1761228306,Open,NOC-Level1,South,Houston,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-303,NoiseReducer,High SNR variance,819271,HUB-D4-NODE-303-819271,INC0404,CR31152,Planned power cycle maintenance,1761221106,1761260706,South
